City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
95,Quelimane,MZ,2022-05-18 23:22:51,-17.8786,36.8883,65.77,91,1,1.86
96,Ilave,PE,2022-05-18 23:23:18,-16.0833,-69.6667,43.38,43,97,5.26
97,Pathein,MM,2022-05-18 23:23:27,16.7833,94.7333,79.7,86,97,3.98
98,Aquiraz,BR,2022-05-18 23:27:37,-3.9014,-38.3911,80.69,85,74,6.4
99,Salalah,OM,2022-05-18 23:27:37,17.0151,54.0924,82.49,83,20,3.44
100,Luau,AO,2022-05-18 23:27:38,-10.7073,22.2247,62.74,60,21,5.06
101,Carnarvon,AU,2022-05-18 23:27:38,-24.8667,113.6333,67.93,69,34,7.76
102,La Ligua,CL,2022-05-18 23:27:38,-32.4524,-71.2311,54.64,82,69,7.52
103,Lucapa,AO,2022-05-18 23:27:39,-8.4192,20.7447,70.16,60,78,2.13
104,Faanui,PF,2022-05-18 23:27:39,-16.4833,-151.75,79.27,76,97,7.43
105,Klaksvik,FO,2022-05-18 23:27:39,62.2266,-6.589,47.32,94,65,15.26
106,Torbay,CA,2022-05-18 23:27:40,47.6666,-52.7314,56.17,76,20,11.5
107,Ulaangom,MN,2022-05-18 23:27:40,49.9811,92.0667,60.67,36,1,1.34
108,Avarua,CK,2022-05-18 23:27:40,-21.2078,-159.775,77.7,79,34,15.21
109,Cascais,PT,2022-05-18 23:25:42,38.6979,-9.4215,63.93,59,10,18.01
110,Salgueiro,BR,2022-05-18 23:26:09,-8.0742,-39.1192,82.42,47,81,9.31
111,Teguldet,RU,2022-05-18 23:27:41,57.3064,88.1667,55.02,74,88,4.0
112,Lethem,GY,2022-05-18 23:23:43,3.3803,-59.7968,73.99,92,100,0.74
113,Timra,SE,2022-05-18 23:27:42,62.487,17.3257,46.08,76,100,2.3
114,Chuy,UY,2022-05-18 23:27:42,-33.6971,-53.4616,55.45,81,43,11.86
115,Luderitz,NA,2022-05-18 23:27:42,-26.6481,15.1594,62.29,75,80,6.91
116,Oulainen,FI,2022-05-18 23:27:43,64.2667,24.8,37.81,84,88,4.79
117,Hithadhoo,MV,2022-05-18 23:25:49,-0.6,73.0833,83.48,73,100,13.73
118,Los Llanos De Aridane,ES,2022-05-18 23:27:43,28.6585,-17.9182,65.95,91,0,8.05
119,Meadow Lake,US,2022-05-18 23:27:43,34.8014,-106.5436,91.62,7,4,15.55
120,Muros,ES,2022-05-18 23:27:44,42.7762,-9.0603,56.08,92,65,2.82
121,Victoria,HK,2022-05-18 23:25:27,22.2855,114.1577,77.38,65,100,4.0
122,Katsuura,JP,2022-05-18 23:27:44,35.1333,140.3,66.88,66,0,1.03
123,Laramie,US,2022-05-18 23:27:44,41.3114,-105.5911,73.09,13,0,24.16
124,Alofi,NU,2022-05-18 23:27:45,-19.0595,-169.9187,80.49,74,75,14.97
125,Coracora,PE,2022-05-18 23:27:45,-15.0333,-73.7833,49.91,53,13,2.57
126,Kamaishi,JP,2022-05-18 23:27:45,39.2667,141.8833,63.88,52,1,8.21
127,Piacabucu,BR,2022-05-18 23:27:46,-10.4056,-36.4344,78.98,84,66,12.62
128,Borogontsy,RU,2022-05-18 23:27:46,62.6683,131.1683,46.4,59,76,5.53
129,Nome,US,2022-05-18 23:27:46,64.5011,-165.4064,38.16,93,100,9.22
130,Lebu,CL,2022-05-18 23:27:47,-37.6167,-73.65,52.39,87,100,8.39
131,Boende,CD,2022-05-18 23:27:47,-0.2167,20.8667,73.65,87,100,2.35
132,Sobolevo,RU,2022-05-18 23:24:10,54.4299,31.8996,40.64,89,12,6.44
133,Neuquen,AR,2022-05-18 23:26:07,-38.9516,-68.0591,48.09,66,0,2.3
134,Wanning,CN,2022-05-18 23:27:47,18.8003,110.3967,75.54,91,95,7.07
135,Bani,DO,2022-05-18 23:27:48,18.2833,-70.3333,82.85,80,96,6.15
136,Cherskiy,RU,2022-05-18 23:27:48,68.75,161.3,42.06,86,100,5.08
137,Santa Isabel Do Para,BR,2022-05-18 23:27:48,-1.2986,-48.1606,75.02,97,100,2.51
138,Provideniya,RU,2022-05-18 23:28:49,64.3833,-173.3,33.91,86,100,6.71
139,Asfi,MA,2022-05-18 23:28:49,32.2994,-9.2372,66.58,87,1,14.72
140,Dunedin,NZ,2022-05-18 23:28:50,-45.8742,170.5036,55.0,66,75,1.25
141,Puerto Ayora,EC,2022-05-18 23:28:50,-0.7393,-90.3518,74.55,94,68,1.01
142,Berlevag,NO,2022-05-18 23:25:28,70.8578,29.0864,33.75,86,75,19.57
143,Pampa,US,2022-05-18 23:28:51,35.5362,-100.9599,90.57,33,0,10.36
144,Ambilobe,MG,2022-05-18 23:28:51,-13.2,49.05,67.39,84,11,3.51
145,Severo-Yeniseyskiy,RU,2022-05-18 23:28:51,60.3725,93.0408,47.14,87,9,2.57
146,Wuwei,CN,2022-05-18 23:28:52,37.9281,102.6414,60.46,30,86,3.96
147,Kysyl-Syr,RU,2022-05-18 23:28:52,63.8986,122.7617,45.09,62,15,10.0
148,Ciudad Ojeda,VE,2022-05-18 23:28:52,10.1964,-71.3082,82.56,78,100,3.98
149,Severo-Kurilsk,RU,2022-05-18 23:28:52,50.6789,156.125,46.17,84,84,4.09
150,El Limon,VE,2022-05-18 23:28:53,10.3059,-67.6321,77.76,76,99,1.7
151,Tasiilaq,GL,2022-05-18 23:28:53,65.6145,-37.6368,35.76,93,100,4.21
152,Grindavik,IS,2022-05-18 23:28:53,63.8424,-22.4338,48.15,93,75,6.91
153,Bilibino,RU,2022-05-18 23:28:54,68.0546,166.4372,35.78,100,100,1.81
154,Sao Jose Da Coroa Grande,BR,2022-05-18 23:28:54,-8.8978,-35.1478,79.16,83,52,11.21
155,Kruisfontein,ZA,2022-05-18 23:28:54,-34.0033,24.7314,61.88,71,62,4.59
156,Fortuna,US,2022-05-18 23:28:55,40.5982,-124.1573,66.9,62,0,16.11
157,Saint-Georges,GD,2022-05-18 23:26:14,12.0564,-61.7485,82.08,78,40,18.41
158,Avera,US,2022-05-18 23:28:55,33.194,-82.5271,88.38,35,1,6.89
159,Sur,OM,2022-05-18 23:28:56,22.5667,59.5289,86.72,40,0,12.06
160,Swift Current,CA,2022-05-18 23:25:57,50.2834,-107.8014,63.41,39,20,14.97
161,Raudeberg,NO,2022-05-18 23:28:56,61.9875,5.1352,52.86,75,33,14.09
162,Terrace,CA,2022-05-18 23:28:56,54.5163,-128.6035,49.91,87,100,8.05
163,Yaan,NG,2022-05-18 23:24:54,7.3833,8.5667,77.92,80,96,9.15
164,Darhan,MN,2022-05-18 23:28:57,49.4867,105.9228,61.92,40,13,3.33
165,Springbok,ZA,2022-05-18 23:28:58,-29.6643,17.8865,51.55,76,79,3.56
166,Asyut,EG,2022-05-18 23:28:58,27.181,31.1837,77.18,23,0,7.18
167,Batouri,CM,2022-05-18 23:28:58,4.4333,14.3667,68.5,99,94,1.28
168,Mbandaka,CD,2022-05-18 23:28:59,0.0487,18.2603,72.57,88,81,2.75
169,Nyurba,RU,2022-05-18 23:28:59,63.2842,118.3319,48.29,62,100,9.57
170,Chicama,PE,2022-05-18 23:28:59,-7.8447,-79.1469,63.14,75,96,6.8
171,Semenivka,UA,2022-05-18 23:29:00,52.1783,32.5818,40.95,87,8,8.08
172,Baherden,TM,2022-05-18 23:29:00,38.4362,57.4316,72.36,50,12,2.46
173,Mareeba,AU,2022-05-18 23:29:00,-17.0,145.4333,75.43,81,1,3.53
174,Voznesenskoye,RU,2022-05-18 23:29:01,54.89,42.7569,38.55,96,96,6.71
175,Aden,YE,2022-05-18 23:29:01,12.7794,45.0367,87.62,54,6,3.89
176,Qatana,SY,2022-05-18 23:29:01,33.4354,36.0815,59.43,39,0,1.54
177,Safranbolu,TR,2022-05-18 23:29:02,41.2508,32.6942,47.95,94,100,5.06
178,Bundaberg,AU,2022-05-18 23:29:02,-24.85,152.35,69.31,87,73,11.01
179,Vestmannaeyjar,IS,2022-05-18 23:29:02,63.4427,-20.2734,46.72,85,100,16.42
180,Nikolskoye,RU,2022-05-18 23:29:02,59.7035,30.7861,47.88,85,92,6.15
181,Svetlogorsk,BY,2022-05-18 23:29:03,52.6333,29.7333,42.15,85,24,7.78
182,Sao Felix Do Xingu,BR,2022-05-18 23:29:03,-6.6447,-51.995,74.3,88,100,1.48
183,Kumylzhenskaya,RU,2022-05-18 23:30:04,49.8809,42.5898,51.98,87,100,2.04
184,Muravlenko,RU,2022-05-18 23:30:04,63.7898,74.523,50.99,84,100,10.11
185,Williams Lake,CA,2022-05-18 23:30:05,52.1415,-122.1445,54.05,52,100,9.22
186,Port Blair,IN,2022-05-18 23:28:28,11.6667,92.75,77.04,94,100,11.5
187,Dingle,PH,2022-05-18 23:29:49,10.9995,122.6711,80.44,84,93,4.43
188,Canberra,AU,2022-05-18 23:25:25,-35.2835,149.1281,42.55,92,0,4.61
189,Praia,CV,2022-05-18 23:30:06,14.9215,-23.5087,79.34,47,0,19.57
190,Caravelas,BR,2022-05-18 23:30:07,-17.7125,-39.2481,71.94,80,98,5.64
191,Stepnyak,KZ,2022-05-18 23:30:08,52.8339,70.7803,50.58,63,37,16.37
192,Nanortalik,GL,2022-05-18 23:30:08,60.1432,-45.2371,36.43,86,19,6.2
193,Chingirlau,KZ,2022-05-18 23:30:09,51.095,54.0814,45.16,92,36,7.36
194,Sitka,US,2022-05-18 23:30:10,57.0531,-135.33,57.09,44,75,3.44
195,Saskylakh,RU,2022-05-18 23:30:11,71.9167,114.0833,21.76,93,59,10.25
196,Casablanca,MA,2022-05-18 23:30:11,33.5928,-7.6192,69.33,77,19,8.99
197,Makakilo City,US,2022-05-18 23:30:11,21.3469,-158.0858,79.12,77,75,13.8
198,Vanimo,PG,2022-05-18 23:30:12,-2.6741,141.3028,84.81,68,11,5.66
199,Calama,CL,2022-05-18 23:30:12,-22.4667,-68.9333,57.69,6,0,11.5
200,Sakakah,SA,2022-05-18 23:30:12,29.9697,40.2064,83.77,12,28,7.63
201,Abbeville,FR,2022-05-18 23:30:13,50.1,1.8333,68.49,94,100,8.93
202,Champerico,GT,2022-05-18 23:30:13,14.3,-91.9167,81.14,68,97,7.76
203,Lata,PT,2022-05-18 23:30:13,40.1629,-8.3327,51.35,91,8,1.5
204,Mahbubabad,IN,2022-05-18 23:30:13,17.6167,80.0167,81.77,81,100,3.27
205,Loa Janan,ID,2022-05-18 23:30:14,-0.583,117.095,77.22,96,95,1.01
206,Chokurdakh,RU,2022-05-18 23:30:14,70.6333,147.9167,30.54,91,100,6.33
207,Fredericksburg,US,2022-05-18 23:26:30,38.3032,-77.4605,72.01,62,40,4.61
208,Atambua,ID,2022-05-18 23:30:15,-9.1061,124.8925,78.01,74,47,4.07
209,Cayenne,GF,2022-05-18 23:30:07,4.9333,-52.3333,81.09,1,40,2.3
210,Sungurlare,BG,2022-05-18 23:30:16,42.7667,26.7833,47.57,73,6,6.96
211,Athabasca,CA,2022-05-18 23:25:59,54.7169,-113.2854,52.21,50,100,7.2
212,Vana-Vigala,EE,2022-05-18 23:30:16,58.7806,24.2522,48.88,77,100,6.89
213,Moyeuvre-Grande,FR,2022-05-18 23:30:17,49.2517,6.0475,70.21,79,88,5.97
214,Goderich,CA,2022-05-18 23:30:07,43.7501,-81.7165,55.72,67,100,8.05
215,Clyde River,CA,2022-05-18 23:30:17,70.4692,-68.5914,25.03,93,100,4.61
216,Bima,ID,2022-05-18 23:30:18,-8.4667,118.7167,80.04,84,71,1.52
217,Riosucio,CO,2022-05-18 23:29:37,5.4216,-75.7032,61.63,99,100,1.66
218,Havelock,US,2022-05-18 23:29:32,34.8791,-76.9013,75.96,67,0,8.05
219,Mao,ES,2022-05-18 23:30:18,39.8885,4.2658,64.96,94,0,5.75
220,Pascagoula,US,2022-05-18 23:30:19,30.3658,-88.5561,88.52,71,0,4.61
221,Porto Murtinho,BR,2022-05-18 23:30:19,-21.6989,-57.8825,51.06,59,63,4.94
222,Bitam,GA,2022-05-18 23:30:19,2.076,11.5007,69.96,99,100,2.42
223,Xuddur,SO,2022-05-18 23:30:20,4.1213,43.8894,72.0,77,76,17.63
224,Mnogovershinnyy,RU,2022-05-18 23:30:20,53.9353,139.9242,38.95,76,93,3.87
225,Kamarion,GR,2022-05-18 23:30:20,36.8,25.8167,65.08,88,1,25.34
226,Hamilton,US,2022-05-18 23:30:21,39.1834,-84.5333,65.98,93,100,3.44
227,Kaitangata,NZ,2022-05-18 23:31:21,-46.2817,169.8464,53.29,75,72,6.98
228,Chepareria,KE,2022-05-18 23:31:22,1.3077,35.2039,61.59,83,100,3.18
229,Boca Do Acre,BR,2022-05-18 23:29:57,-8.7522,-67.3978,67.62,68,74,3.31
230,Oranjemund,NA,2022-05-18 23:31:22,-28.55,16.4333,58.42,94,68,4.54
231,Harper,LR,2022-05-18 23:31:22,4.375,-7.7169,78.31,86,68,6.13
232,Nokaneng,BW,2022-05-18 23:31:23,-19.6667,22.2667,60.39,52,35,5.79
233,Sandpoint,US,2022-05-18 23:31:23,48.2766,-116.5533,55.85,87,75,5.75
234,Sibolga,ID,2022-05-18 23:31:23,1.7427,98.7792,76.93,81,73,3.29
235,Kemijarvi,FI,2022-05-18 23:31:23,66.7131,27.4306,29.75,90,10,4.7
236,Leningradskiy,RU,2022-05-18 23:31:24,69.3833,178.4167,34.7,99,100,2.28
237,Zenzeli,RU,2022-05-18 23:31:24,45.9241,47.0474,59.4,77,93,5.01
238,Rawson,AR,2022-05-18 23:31:24,-43.3002,-65.1023,54.21,31,69,20.74
239,Tebingtinggi,ID,2022-05-18 23:31:25,3.3285,99.1625,75.42,95,98,1.95
240,Okato,NZ,2022-05-18 23:31:25,-39.2,173.8833,67.51,95,78,14.0
241,Soure,BR,2022-05-18 23:31:25,-0.7167,-48.5233,77.29,91,100,6.51
242,Santa Cruz,BO,2022-05-18 23:31:26,-17.8,-63.1667,62.65,51,29,6.91
243,Bereda,ES,2022-05-18 23:31:26,43.2686,-7.5406,58.41,86,93,1.9
244,Half Moon Bay,US,2022-05-18 23:30:07,37.4636,-122.4286,90.03,61,0,27.63
245,San Patricio,US,2022-05-18 23:31:26,28.017,-97.5169,89.55,54,54,18.61
246,Ngunguru,NZ,2022-05-18 23:31:27,-35.6167,174.5,64.85,89,100,15.41
247,Njombe,TZ,2022-05-18 23:31:27,-9.3333,34.7667,46.62,96,93,4.38
248,Tura,IN,2022-05-18 23:31:28,25.5198,90.2201,68.11,95,33,4.38
249,Maldonado,UY,2022-05-18 23:31:28,-34.6667,-54.9167,55.22,72,85,9.78
250,Minna,NG,2022-05-18 23:31:28,9.6139,6.5569,81.25,59,100,8.05
251,Vila Velha,BR,2022-05-18 23:27:45,-20.3297,-40.2925,69.75,35,0,4.61
252,Bumba,CD,2022-05-18 23:31:29,2.1833,22.4667,71.49,96,97,0.56
253,Antofagasta,CL,2022-05-18 23:29:02,-23.65,-70.4,60.08,82,97,1.3
254,Noyabrsk,RU,2022-05-18 23:31:29,63.1994,75.4507,52.41,88,100,10.58
255,Harnoli,PK,2022-05-18 23:31:30,32.2792,71.5539,87.15,16,0,6.93
256,Susanville,US,2022-05-18 23:31:20,40.4163,-120.653,84.04,20,0,7.0
257,Zhicheng,CN,2022-05-18 23:31:30,30.2956,111.5047,60.73,91,100,0.87
258,Cassilandia,BR,2022-05-18 23:31:31,-19.1133,-51.7342,50.41,64,74,5.26
259,Auki,SB,2022-05-18 23:31:31,-8.7676,160.7034,85.44,66,1,3.62
260,Husavik,IS,2022-05-18 23:31:31,66.0449,-17.3389,41.27,97,100,5.37
261,Gawler,AU,2022-05-18 23:31:32,-34.6,138.7333,59.23,88,17,8.16
262,Tecpan,GT,2022-05-18 23:31:32,14.7623,-90.9947,60.62,87,100,2.19
263,Eseka,CM,2022-05-18 23:31:32,3.65,10.7667,73.02,100,89,1.07
264,Batagay,RU,2022-05-18 23:31:32,67.6333,134.6333,42.21,60,55,4.59
265,Geraldton,AU,2022-05-18 23:31:28,-28.7667,114.6,61.21,88,75,9.22
266,Cheyenne,US,2022-05-18 23:31:33,41.14,-104.8203,77.32,9,0,18.41
267,Coquimbo,CL,2022-05-18 23:31:33,-29.9533,-71.3436,55.13,87,100,5.75
268,Upernavik,GL,2022-05-18 23:31:33,72.7868,-56.1549,22.64,92,7,7.83
269,Ambon,ID,2022-05-18 23:31:34,-3.6954,128.1814,80.74,83,20,1.14
270,Sauda,NO,2022-05-18 23:31:34,59.6506,6.3542,51.67,87,63,5.77
271,Sorong,ID,2022-05-18 23:31:34,-0.8833,131.25,81.12,80,97,4.23
272,Loviisa,FI,2022-05-18 23:31:35,60.4566,26.2251,49.28,59,100,4.14
273,Jaunjelgava,LV,2022-05-18 23:31:35,56.6167,25.0833,38.64,74,71,5.73
274,Ilulissat,GL,2022-05-18 23:32:36,69.2167,-51.1,32.02,86,3,0.0
275,Aljezur,PT,2022-05-18 23:32:36,37.3191,-8.8033,60.42,78,22,10.29
276,San Matias,BO,2022-05-18 23:32:36,-16.3667,-58.4,56.59,33,35,5.12
277,Mackay,AU,2022-05-18 23:30:11,-21.15,149.2,74.68,71,27,14.29
278,Salina,US,2022-05-18 23:30:05,38.8403,-97.6114,89.02,42,0,6.91
279,Toba Tek Singh,PK,2022-05-18 23:32:37,30.9743,72.4827,89.11,16,0,7.54
280,Beringovskiy,RU,2022-05-18 23:32:37,63.05,179.3167,40.14,78,100,8.28
281,Padang,ID,2022-05-18 23:32:38,-0.9492,100.3543,69.85,72,71,4.14
282,Pochutla,MX,2022-05-18 23:32:38,15.7432,-96.4661,87.62,52,76,8.08
283,Concepcion,CL,2022-05-18 23:32:38,-36.827,-73.0498,51.6,82,100,6.91
284,Podares,MK,2022-05-18 23:32:39,41.6139,22.5422,47.7,77,6,3.6
285,Sirajganj,BD,2022-05-18 23:32:39,24.45,89.7167,81.91,88,11,12.12
286,Assiniboia,CA,2022-05-18 23:32:39,49.6334,-105.9845,62.42,29,51,5.75
287,Petropavlovsk-Kamchatskiy,RU,2022-05-18 23:30:48,53.0452,158.6483,55.99,54,20,6.71
288,Windhoek,NA,2022-05-18 23:31:06,-22.5594,17.0832,55.6,44,33,4.61
289,Kambove,CD,2022-05-18 23:32:40,-10.8764,26.5969,62.44,70,80,2.93
290,Koslan,RU,2022-05-18 23:32:41,63.4564,48.8989,31.87,84,97,3.18
291,Tarko-Sale,RU,2022-05-18 23:32:42,64.9225,77.785,44.47,80,86,16.67
292,Kawalu,ID,2022-05-18 23:32:42,-7.3817,108.2082,74.52,89,91,1.52
293,Guiratinga,BR,2022-05-18 23:32:43,-16.3494,-53.7583,51.12,47,48,3.58
